"param","est","true","sd","n","tau","EY","B","H0A","H0Y","seed"
"p4",-1.45759628400656,-1,0.27968715209275,24,5,0.5,200,FALSE,FALSE,3000005
"m1",0.00207940561612478,-0.2,0.3017762311127,24,5,0.5,200,FALSE,FALSE,3000005
"m2",0.0409524515640047,0,0.193540125023459,24,5,0.5,200,FALSE,FALSE,3000005
"m3",-0.0902163159940861,0,0.195597216432762,24,5,0.5,200,FALSE,FALSE,3000005
"m4",-0.862999098289055,-1,0.359346573745724,24,5,0.5,200,FALSE,FALSE,3000005
"p1",-0.226824215271274,-0.2,0.0772349252296311,48,10,0.5,200,FALSE,FALSE,3000005
"p2",-0.000805917462316573,0,0.0537306112370502,48,10,0.5,200,FALSE,FALSE,3000005
"p3",-0.00698947642223795,0,0.0543212849291585,48,10,0.5,200,FALSE,FALSE,3000005
"p4",-0.922920494266327,-1,0.0783658983588535,48,10,0.5,200,FALSE,FALSE,3000005
"m1",-0.162577020046114,-0.2,0.0916813457715048,48,10,0.5,200,FALSE,FALSE,3000005
"m2",0.00869109339002876,0,0.0642374732006996,48,10,0.5,200,FALSE,FALSE,3000005
"m3",-0.0558242370899154,0,0.0651596564484764,48,10,0.5,200,FALSE,FALSE,3000005
"m4",-0.919090541630314,-1,0.112453104467957,48,10,0.5,200,FALSE,FALSE,3000005
"p1",-0.384264290271468,-0.5,0.237866773774888,24,5,0.5,200,TRUE,TRUE,3000006
"p2",0.196600184697494,0,0.177465415711022,24,5,0.5,200,TRUE,TRUE,3000006
"p3",-0.185981699216819,0,0.164627858991037,24,5,0.5,200,TRUE,TRUE,3000006
"p4",-0.0350523737307496,0,0.229487475362176,24,5,0.5,200,TRUE,TRUE,3000006
"m1",-0.928068548452906,-0.5,0.324941609317145,24,5,0.5,200,TRUE,TRUE,3000006
"m2",0.100687916347596,0,0.234749946592691,24,5,0.5,200,TRUE,TRUE,3000006
"m3",0.266098347308237,0,0.209676577972438,24,5,0.5,200,TRUE,TRUE,3000006
"m4",-0.0618914967996598,0,0.296512438912825,24,5,0.5,200,TRUE,TRUE,3000006
"p1",-0.469501624511905,-0.5,0.0679269873934092,48,10,0.5,200,TRUE,TRUE,3000006
"p2",-0.0190045707702711,0,0.0530835233933088,48,10,0.5,200,TRUE,TRUE,3000006
"p3",0.0464233018453038,0,0.0524783653748928,48,10,0.5,200,TRUE,TRUE,3000006
"p4",-0.046774797111037,0,0.0742729415204692,48,10,0.5,200,TRUE,TRUE,3000006
"m1",-0.454178115941902,-0.5,0.0859505863908241,48,10,0.5,200,TRUE,TRUE,3000006
"m2",-0.0841906103271672,0,0.0684168680445141,48,10,0.5,200,TRUE,TRUE,3000006
"m3",0.0578535361214123,0,0.0659363465996481,48,10,0.5,200,TRUE,TRUE,3000006
"m4",-0.0294869584743851,0,0.0946232952262006,48,10,0.5,200,TRUE,TRUE,3000006
"p1",0.0553808589616472,-0.2,0.253226025436025,24,5,0.5,200,FALSE,TRUE,3000006
"p2",-0.00984742549673547,0,0.186235456432281,24,5,0.5,200,FALSE,TRUE,3000006
"p3",-0.222929685665332,0,0.171718016296552,24,5,0.5,200,FALSE,TRUE,3000006
"p4",-0.859458361555485,-1,0.243413199842579,24,5,0.5,200,FALSE,TRUE,3000006
"m1",-0.197179333114783,-0.2,0.293542016907177,24,5,0.5,200,FALSE,TRUE,3000006
"m2",-0.145526935019392,0,0.224018920692704,24,5,0.5,200,FALSE,TRUE,3000006
"m3",0.0613207911631882,0,0.200267684334779,24,5,0.5,200,FALSE,TRUE,3000006
"m4",-0.927797100788948,-1,0.340854723659867,24,5,0.5,200,FALSE,TRUE,3000006
"p1",-0.231444475777058,-0.2,0.0709453652872823,48,10,0.5,200,FALSE,TRUE,3000006
"p2",-0.0128651693999828,0,0.0551547926763804,48,10,0.5,200,FALSE,TRUE,3000006
"p3",0.045857616373001,0,0.0544180418962658,48,10,0.5,200,FALSE,TRUE,3000006
"p4",-1.0157180821749,-1,0.0792372143425936,48,10,0.5,200,FALSE,TRUE,3000006
"m1",-0.0658443399665986,-0.2,0.0834616929491767,48,10,0.5,200,FALSE,TRUE,3000006
"m2",-0.179038651756948,0,0.0676769514952686,48,10,0.5,200,FALSE,TRUE,3000006
"m3",-0.00176235188626623,0,0.06561778734518,48,10,0.5,200,FALSE,TRUE,3000006
"m4",-0.957621560468479,-1,0.113830590357243,48,10,0.5,200,FALSE,TRUE,3000006
"p1",-0.0773089554838587,-0.2,0.21468022187165,24,5,0.5,200,FALSE,FALSE,3000006
"p2",0.0076810007638083,0,0.162049656715669,24,5,0.5,200,FALSE,FALSE,3000006
"p3",-0.208569049371813,0,0.167038968337628,24,5,0.5,200,FALSE,FALSE,3000006
"p4",-0.742145066330262,-1,0.239916948651368,24,5,0.5,200,FALSE,FALSE,3000006
"m1",-0.209982371586866,-0.2,0.253968240478535,24,5,0.5,200,FALSE,FALSE,3000006
"m2",0.193302477872097,0,0.192431630933725,24,5,0.5,200,FALSE,FALSE,3000006
"m3",0.0869160246343588,0,0.200805853335049,24,5,0.5,200,FALSE,FALSE,3000006
"m4",-1.60053937390763,-1,0.359599117575563,24,5,0.5,200,FALSE,FALSE,3000006
"p1",-0.175224901796581,-0.2,0.0780776204881242,48,10,0.5,200,FALSE,FALSE,3000006
"p2",-0.0491704378059764,0,0.0540201487124927,48,10,0.5,200,FALSE,FALSE,3000006
"p3",0.0207198179459939,0,0.0546473126001449,48,10,0.5,200,FALSE,FALSE,3000006
"p4",-0.934300344321296,-1,0.0790171132239103,48,10,0.5,200,FALSE,FALSE,3000006
"m1",-0.221207469041985,-0.2,0.0903376546525232,48,10,0.5,200,FALSE,FALSE,3000006
